,accession,start,end,strand,gene_name,old_locus_tag,gene_product,ncbi_protein,seed_ortholog,evalue,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs
b3442,U00096.3,3581863,3583041,+,yhhZ,,putative endonuclease YhhZ,AAC76467.1,316407.85676601,5.5e-283,773.0,"COG3157@1|root,COG3157@2|Bacteria,1RB0U@1224|Proteobacteria,1S2CP@1236|Gammaproteobacteria,3XR91@561|Escherichia",2|Bacteria,S,"Type VI secretion system effector, Hcp",yhhZ,-,-,ko:K06887,-,-,-,-,ko00000,-,-,-,"Colicin-DNase,DUF2235,HNH,T6SS_HCP"
b3443,U00096.3,3583038,3583427,+,yrhA,,putative uncharacterized protein YrhA,,,,,,,,,,,,,,,,,,,,,
b3444,U00096.3,3583483,3583758,+,insA6,,IS1 protein InsA,AAC76469.1,316407.85676599,2.1699999999999998e-61,188.0,"COG3677@1|root,COG3677@2|Bacteria,1RIB2@1224|Proteobacteria,1S61N@1236|Gammaproteobacteria,3XR04@561|Escherichia",2|Bacteria,L,"transposition, DNA-mediated",insA1,"GO:0006139,GO:0006259,GO:0006310,GO:0006313,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0032196,GO:0034641,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0071704,GO:0090304,GO:1901360",-,-,-,-,-,-,-,-,-,-,"DDE_Tnp_IS1,HTH_Tnp_IS1,Zn_Tnp_IS1"
b3445,U00096.3,3583677,3584180,+,insB6,,IS1 protein InsB,AAC76470.1,316407.85676598,2.18e-122,348.0,"COG1662@1|root,COG1662@2|Bacteria,1RF0C@1224|Proteobacteria,1S5S1@1236|Gammaproteobacteria,3XQAS@561|Escherichia",2|Bacteria,L,hmm pf03400,-,"GO:0006139,GO:0006259,GO:0006310,GO:0006313,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0032196,GO:0034641,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0071704,GO:0090304,GO:1901360",-,ko:K07480,-,-,-,-,ko00000,-,-,-,"DDE_Tnp_IS1,Zn_Tnp_IS1"
b4612,U00096.3,3584404,3584559,+,yrhD,,uncharacterized protein YrhD,AYC08248.1,,,,,,,,,,,,,,,,,,,,
b3446,U00096.3,3584759,3585043,+,yrhB,,putative heat shock chaperone,AAC76471.1,316407.85676597,1.75e-66,201.0,"2EHFB@1|root,32TBX@2|Bacteria,1N6EH@1224|Proteobacteria,1SBUZ@1236|Gammaproteobacteria",2|Bacteria,S,Immunity protein 35,yrhB,-,-,-,-,-,-,-,-,-,-,-,Imm35
b3447,U00096.3,3585081,3586823,-,ggt,,glutathione hydrolase proenzyme,AAC76472.1,316407.85676596,0.0,1140.0,"COG0405@1|root,COG0405@2|Bacteria,1MUV6@1224|Proteobacteria,1RMIT@1236|Gammaproteobacteria,3XN4W@561|Escherichia",2|Bacteria,M,"it may function in amino acid uptake salvage, or possibly in peptidoglycan linkage. Catalyzes the hydrolysis and transpeptidation of many gamma-glutamyl compounds (including some D-gamma-glutamyl substrates), with a preference for basic and aromatic amino acids as acceptors. The KM values for gamma-glutamyl acceptors are so high that it has been proposed transpeptidation is not the physiological role in E.coli",ggt,"GO:0003674,GO:0003824,GO:0005575,GO:0005623,GO:0006082,GO:0006508,GO:0006520,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008238,GO:0008242,GO:0008652,GO:0009058,GO:0009987,GO:0016053,GO:0016787,GO:0019538,GO:0019752,GO:0030288,GO:0030313,GO:0031975,GO:0034722,GO:0036374,GO:0042597,GO:0043094,GO:0043102,GO:0043170,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044464,GO:0046394,GO:0070011,GO:0071704,GO:0097264,GO:0140096,GO:1901564,GO:1901566,GO:1901576","2.3.2.2,3.4.19.13",ko:K00681,"ko00430,ko00460,ko00480,ko01100,map00430,map00460,map00480,map01100",-,"R00494,R01262,R01687,R03867,R03916,R03970,R03971,R04935","RC00064,RC00090,RC00096","ko00000,ko00001,ko01000,ko01002",-,-,"iAPECO1_1312.APECO1_3012,iECOK1_1307.ECOK1_3869,iECS88_1305.ECS88_3844,iECW_1372.ECW_m3706,iEKO11_1354.EKO11_0296,iETEC_1333.ETEC_3693,iUMN146_1321.UM146_17325,iUTI89_1310.UTI89_C3954,iWFL_1372.ECW_m3706",G_glu_transpept
b3448,U00096.3,3586943,3587383,+,yhhA,,DUF2756 domain-containing protein YhhA,AAC76473.1,316407.85676595,1.31e-88,261.0,"2D4KK@1|root,32THA@2|Bacteria,1N0WI@1224|Proteobacteria,1SAJI@1236|Gammaproteobacteria,3XPS6@561|Escherichia",2|Bacteria,S,Protein of unknown function (DUF2756),yhhA,-,-,-,-,-,-,-,-,-,-,-,DUF2756
b3449,U00096.3,3587370,3588113,-,ugpQ,,glycerophosphodiester phosphodiesterase UgpQ,AAC76474.1,316407.85676594,4.51e-184,511.0,"COG0584@1|root,COG0584@2|Bacteria,1MU8H@1224|Proteobacteria,1RQWX@1236|Gammaproteobacteria,3XNM9@561|Escherichia",2|Bacteria,C,glycerophosphoryl diester phosphodiesterase,ugpQ,"GO:0000287,GO:0003674,GO:0003824,GO:0005488,GO:0008081,GO:0008889,GO:0016787,GO:0016788,GO:0042578,GO:0043167,GO:0043169,GO:0046872,GO:0047389,GO:0047395",3.1.4.46,ko:K01126,"ko00564,map00564",-,"R01030,R01470","RC00017,RC00425","ko00000,ko00001,ko01000",-,-,"iEC042_1314.EC042_3710,iEC55989_1330.EC55989_3857",GDPD
b3450,U00096.3,3588110,3589180,-,ugpC,,sn-glycerol 3-phosphate ABC transporter ATP binding subunit,AAC76475.2,316407.85676593,1.0599999999999999e-255,701.0,"COG3842@1|root,COG3842@2|Bacteria,1MU3I@1224|Proteobacteria,1RM9E@1236|Gammaproteobacteria,3XPDF@561|Escherichia",2|Bacteria,P,Part of the ABC transporter complex UgpABCE involved in sn-glycerol-3-phosphate import. Responsible for energy coupling to the transport system,ugpC,"GO:0000166,GO:0001406,GO:0001407,GO:0003674,GO:0003824,GO:0005215,GO:0005488,GO:0005524,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006820,GO:0008144,GO:0008150,GO:0008509,GO:0008514,GO:0015075,GO:0015169,GO:0015399,GO:0015405,GO:0015430,GO:0015605,GO:0015711,GO:0015748,GO:0015794,GO:0016020,GO:0016021,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017076,GO:0017111,GO:0022804,GO:0022857,GO:0030554,GO:0031224,GO:0032553,GO:0032555,GO:0032559,GO:0032991,GO:0034220,GO:0035639,GO:0036094,GO:0042623,GO:0042626,GO:0043167,GO:0043168,GO:0043190,GO:0043492,GO:0044425,GO:0044459,GO:0044464,GO:0051179,GO:0051234,GO:0055052,GO:0055085,GO:0071702,GO:0071944,GO:0097159,GO:0097367,GO:0098533,GO:0098656,GO:0098796,GO:0098797,GO:1901264,GO:1901265,GO:1901363,GO:1901505,GO:1902494,GO:1902495,GO:1904949,GO:1990351",3.6.3.20,"ko:K05816,ko:K10112","ko02010,map02010","M00194,M00196,M00197,M00198,M00200,M00201,M00206,M00207,M00491,M00602,M00605,M00606",-,-,"ko00000,ko00001,ko00002,ko01000,ko02000","3.A.1.1,3.A.1.1.3",-,"iAF1260.b3450,iB21_1397.B21_03252,iBWG_1329.BWG_3141,iECABU_c1320.ECABU_c38800,iECB_1328.ECB_03299,iECDH10B_1368.ECDH10B_3624,iECD_1391.ECD_03299,iETEC_1333.ETEC_3696,iJO1366.b3450,iJR904.b3450,iUMNK88_1353.UMNK88_4218,iY75_1357.Y75_RS19980,ic_1306.c4239","ABC_tran,TOBE_2"
b3451,U00096.3,3589182,3590027,-,ugpE,,sn-glycerol 3-phosphate ABC transporter membrane subunit UgpE,AAC76476.1,316407.85676592,2.3100000000000002e-194,540.0,"COG0395@1|root,COG0395@2|Bacteria,1MUWS@1224|Proteobacteria,1RMKG@1236|Gammaproteobacteria,3XNKK@561|Escherichia",2|Bacteria,G,probably responsible for the translocation of the substrate across the membrane,ugpE,"GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006820,GO:0008150,GO:0008509,GO:0008514,GO:0015075,GO:0015169,GO:0015605,GO:0015711,GO:0015748,GO:0015794,GO:0016020,GO:0016021,GO:0022857,GO:0031224,GO:0032991,GO:0034220,GO:0043190,GO:0044425,GO:0044459,GO:0044464,GO:0051179,GO:0051234,GO:0055052,GO:0055085,GO:0071702,GO:0071944,GO:0098533,GO:0098656,GO:0098796,GO:0098797,GO:1901264,GO:1901505,GO:1902494,GO:1902495,GO:1904949,GO:1990351",-,"ko:K02026,ko:K05815","ko02010,map02010","M00198,M00207",-,-,"ko00000,ko00001,ko00002,ko02000","3.A.1.1,3.A.1.1.3",-,"iLF82_1304.LF82_2362,iNRG857_1313.NRG857_17110,iYL1228.KPN_03811",BPD_transp_1
b3452,U00096.3,3590024,3590911,-,ugpA,,sn-glycerol 3-phosphate ABC transporter membrane subunit UgpA,AAC76477.1,316407.85676591,7.21e-205,567.0,"COG1175@1|root,COG1175@2|Bacteria,1MVAP@1224|Proteobacteria,1RNQF@1236|Gammaproteobacteria,3XM4S@561|Escherichia",2|Bacteria,G,probably responsible for the translocation of the substrate across the membrane,ugpA,"GO:0001406,GO:0001407,GO:0003674,GO:0003824,GO:0005215,GO:0005363,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0006820,GO:0006950,GO:0006974,GO:0008150,GO:0008509,GO:0008514,GO:0008643,GO:0009987,GO:0015075,GO:0015144,GO:0015154,GO:0015157,GO:0015169,GO:0015399,GO:0015405,GO:0015422,GO:0015423,GO:0015605,GO:0015711,GO:0015748,GO:0015766,GO:0015768,GO:0015772,GO:0015774,GO:0015794,GO:0016020,GO:0016021,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0022804,GO:0022857,GO:0031224,GO:0031226,GO:0032991,GO:0033036,GO:0033037,GO:0033554,GO:0034219,GO:0034220,GO:0042623,GO:0042626,GO:0042956,GO:0043190,GO:0043211,GO:0043492,GO:0044425,GO:0044459,GO:0044464,GO:0050896,GO:0051179,GO:0051234,GO:0051716,GO:0055052,GO:0055085,GO:0071702,GO:0071944,GO:0098533,GO:0098656,GO:0098796,GO:0098797,GO:1901264,GO:1901505,GO:1902494,GO:1902495,GO:1904949,GO:1990060,GO:1990351",-,"ko:K02025,ko:K05814,ko:K10109,ko:K15771","ko02010,map02010","M00194,M00198,M00207,M00491",-,-,"ko00000,ko00001,ko00002,ko02000","3.A.1.1,3.A.1.1.1,3.A.1.1.16,3.A.1.1.2,3.A.1.1.22,3.A.1.1.3",-,"iSFxv_1172.SFxv_3786,iZ_1308.Z5631",BPD_transp_1
b3453,U00096.3,3591009,3592325,-,ugpB,,sn-glycerol 3-phosphate ABC transporter periplasmic binding protein,AAC76478.1,316407.85676590,0.0,893.0,"COG1653@1|root,COG1653@2|Bacteria,1MVMW@1224|Proteobacteria,1RRH3@1236|Gammaproteobacteria,3XMXF@561|Escherichia",2|Bacteria,P,Sn-glycerol-3-phosphate and glycerophosphoryl diester- binding protein interacts with the binding protein-dependent transport system UgpACE,ugpB,"GO:0001407,GO:0005575,GO:0005623,GO:0006810,GO:0006811,GO:0006820,GO:0008150,GO:0015711,GO:0015748,GO:0015794,GO:0030288,GO:0030313,GO:0031975,GO:0034220,GO:0042597,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0098656,GO:1901264",-,"ko:K02027,ko:K05813","ko02010,map02010","M00198,M00207",-,-,"ko00000,ko00001,ko00002,ko02000","3.A.1.1,3.A.1.1.3",-,iEcE24377_1341.EcE24377A_3931,SBP_bac_8
b3454,U00096.3,3592724,3593437,-,livF,,branched chain amino acid/phenylalanine ABC transporter ATP binding subunit LivF,AAC76479.2,511145.b3454,9.729999999999999e-165,461.0,"COG0410@1|root,COG0410@2|Bacteria,1MVVC@1224|Proteobacteria,1RMK8@1236|Gammaproteobacteria,3XNKA@561|Escherichia",2|Bacteria,P,High-affinity branched-chain amino acid transport ATP-binding protein,livF,"GO:0000166,GO:0003333,GO:0003674,GO:0005215,GO:0005304,GO:0005342,GO:0005488,GO:0005524,GO:0006810,GO:0006811,GO:0006812,GO:0006820,GO:0006855,GO:0006865,GO:0008144,GO:0008150,GO:0008324,GO:0008509,GO:0008514,GO:0015075,GO:0015171,GO:0015175,GO:0015179,GO:0015188,GO:0015238,GO:0015318,GO:0015658,GO:0015711,GO:0015801,GO:0015803,GO:0015804,GO:0015807,GO:0015818,GO:0015823,GO:0015829,GO:0015849,GO:0015893,GO:0017076,GO:0022857,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0034220,GO:0035639,GO:0036094,GO:0042221,GO:0042493,GO:0043167,GO:0043168,GO:0046942,GO:0046943,GO:0050896,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0097159,GO:0097367,GO:0098655,GO:0098656,GO:1901265,GO:1901363,GO:1902475,GO:1903714,GO:1903785,GO:1903825,GO:1905039",-,ko:K01996,"ko02010,ko02024,map02010,map02024",M00237,-,-,"ko00000,ko00001,ko00002,ko02000",3.A.1.4,-,"iAPECO1_1312.APECO1_3005,iECs_1301.ECs4301,iSSON_1240.SSON_3692,iUTI89_1310.UTI89_C3961,iYL1228.KPN_03816,iZ_1308.Z4824","ABC_tran,BCA_ABC_TP_C"
b3455,U00096.3,3593439,3594206,-,livG,,branched chain amino acid/phenylalanine ABC transporter ATP binding subunit LivG,AAC76480.1,316407.85676588,1.62e-181,505.0,"COG0411@1|root,COG0411@2|Bacteria,1MUTY@1224|Proteobacteria,1RQU2@1236|Gammaproteobacteria,3XMRQ@561|Escherichia",2|Bacteria,P,High-affinity branched-chain amino acid transport ATP-binding protein livG,livG,"GO:0000166,GO:0003333,GO:0003674,GO:0005215,GO:0005304,GO:0005342,GO:0005488,GO:0005524,GO:0005575,GO:0006810,GO:0006811,GO:0006812,GO:0006820,GO:0006855,GO:0006865,GO:0008144,GO:0008150,GO:0008324,GO:0008509,GO:0008514,GO:0015075,GO:0015171,GO:0015173,GO:0015175,GO:0015179,GO:0015188,GO:0015192,GO:0015238,GO:0015318,GO:0015658,GO:0015711,GO:0015801,GO:0015803,GO:0015804,GO:0015807,GO:0015818,GO:0015823,GO:0015829,GO:0015849,GO:0015893,GO:0016020,GO:0017076,GO:0022857,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0034220,GO:0035639,GO:0036094,GO:0042221,GO:0042493,GO:0043167,GO:0043168,GO:0046942,GO:0046943,GO:0050896,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0097159,GO:0097367,GO:0098655,GO:0098656,GO:1901265,GO:1901363,GO:1902475,GO:1903714,GO:1903785,GO:1903825,GO:1905039",-,"ko:K01995,ko:K01998","ko02010,ko02024,map02010,map02024",M00237,-,-,"ko00000,ko00001,ko00002,ko02000",3.A.1.4,-,iECNA114_1301.ECNA114_3561,"ABC_tran,BCA_ABC_TP_C"
b3456,U00096.3,3594203,3595480,-,livM,,branched chain amino acid/phenylalanine ABC transporter membrane subunit LivM,AAC76481.1,316407.85676587,5.19e-291,796.0,"COG4177@1|root,COG4177@2|Bacteria,1MV66@1224|Proteobacteria,1RPTT@1236|Gammaproteobacteria,3XMKJ@561|Escherichia",2|Bacteria,P,the binding-protein-dependent transport system,livM,"GO:0003333,GO:0003674,GO:0005215,GO:0005304,GO:0005342,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0006812,GO:0006820,GO:0006855,GO:0006865,GO:0008150,GO:0008324,GO:0008509,GO:0008514,GO:0015075,GO:0015171,GO:0015173,GO:0015175,GO:0015179,GO:0015188,GO:0015192,GO:0015238,GO:0015318,GO:0015658,GO:0015711,GO:0015801,GO:0015803,GO:0015804,GO:0015807,GO:0015818,GO:0015823,GO:0015829,GO:0015849,GO:0015893,GO:0016020,GO:0016021,GO:0022857,GO:0031224,GO:0031226,GO:0034220,GO:0042221,GO:0042493,GO:0044425,GO:0044459,GO:0044464,GO:0046942,GO:0046943,GO:0050896,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0071944,GO:0098655,GO:0098656,GO:1902475,GO:1903714,GO:1903785,GO:1903825,GO:1905039",-,"ko:K01995,ko:K01998","ko02010,ko02024,map02010,map02024",M00237,-,-,"ko00000,ko00001,ko00002,ko02000",3.A.1.4,-,"iPC815.YPO3806,iSDY_1059.SDY_3605","BPD_transp_2,DUF3382"
b3457,U00096.3,3595477,3596403,-,livH,,branched chain amino acid/phenylalanine ABC transporter membrane subunit LivH,AAC76482.1,316407.85676586,4.15e-206,572.0,"COG0559@1|root,COG0559@2|Bacteria,1MU25@1224|Proteobacteria,1RNDV@1236|Gammaproteobacteria",2|Bacteria,E,Belongs to the binding-protein-dependent transport system permease family,livH,"GO:0003333,GO:0003674,GO:0005215,GO:0005304,GO:0005342,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0006812,GO:0006820,GO:0006855,GO:0006865,GO:0008150,GO:0008324,GO:0008509,GO:0008514,GO:0015075,GO:0015171,GO:0015173,GO:0015175,GO:0015179,GO:0015188,GO:0015190,GO:0015192,GO:0015238,GO:0015318,GO:0015658,GO:0015711,GO:0015801,GO:0015803,GO:0015804,GO:0015807,GO:0015818,GO:0015820,GO:0015823,GO:0015829,GO:0015849,GO:0015893,GO:0016020,GO:0016021,GO:0022857,GO:0031224,GO:0031226,GO:0034220,GO:0042221,GO:0042493,GO:0043090,GO:0044425,GO:0044459,GO:0044464,GO:0046942,GO:0046943,GO:0050896,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0071944,GO:0089718,GO:0098655,GO:0098656,GO:0098657,GO:0098713,GO:0098739,GO:1902475,GO:1903714,GO:1903785,GO:1903825,GO:1905039",-,ko:K01997,"ko02010,ko02024,map02010,map02024",M00237,-,-,"ko00000,ko00001,ko00002,ko02000",3.A.1.4,-,"iSFV_1184.SFV_3460,iSF_1195.SF3475,iSFxv_1172.SFxv_3791,iS_1188.S4288",BPD_transp_2
b3458,U00096.3,3596451,3597560,-,livK,,L-leucine/L-phenylalanine ABC transporter periplasmic binding protein,AAC76483.1,316407.85676585,6.489999999999999e-268,733.0,"COG0683@1|root,COG0683@2|Bacteria,1MWJ1@1224|Proteobacteria,1RP5V@1236|Gammaproteobacteria,3XP89@561|Escherichia",2|Bacteria,E,"This protein is a component of the leucine-specific transport system, which is one of the two periplasmic binding protein-dependent transport systems of the high-affinity transport of the branched-chain amino acids in E.coli",livK,"GO:0003674,GO:0005488,GO:0005575,GO:0005623,GO:0006810,GO:0006811,GO:0006812,GO:0006820,GO:0006865,GO:0008150,GO:0015711,GO:0015803,GO:0015804,GO:0015818,GO:0015820,GO:0015829,GO:0015849,GO:0016597,GO:0030288,GO:0030313,GO:0031406,GO:0031975,GO:0036094,GO:0042597,GO:0043167,GO:0043168,GO:0043169,GO:0043177,GO:0044464,GO:0046942,GO:0051179,GO:0051234,GO:0070728,GO:0071702,GO:0071705",-,ko:K01999,"ko02010,ko02024,map02010,map02024",M00237,-,-,"ko00000,ko00001,ko00002,ko02000",3.A.1.4,-,"iECNA114_1301.ECNA114_3569,iECSF_1327.ECSF_3279,iEcSMS35_1347.EcSMS35_3743,iUTI89_1310.UTI89_C3965,iYL1228.KPN_03820",Peripla_BP_6
b3459,U00096.3,3597984,3598367,+,panZ,,PanD maturation factor,AAC76484.1,316407.85676584,7.47e-88,258.0,"COG0454@1|root,COG0456@2|Bacteria,1RIN3@1224|Proteobacteria,1S494@1236|Gammaproteobacteria,3XPJW@561|Escherichia",2|Bacteria,K,Controls both the activation and catalytic activity of PanD in a coenzyme A (CoA)-dependent fashion,panZ,"GO:0006082,GO:0006508,GO:0006575,GO:0006732,GO:0006766,GO:0006767,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009108,GO:0009110,GO:0009987,GO:0010467,GO:0015939,GO:0015940,GO:0016053,GO:0016485,GO:0019538,GO:0019752,GO:0031638,GO:0032787,GO:0034641,GO:0042364,GO:0042398,GO:0043086,GO:0043170,GO:0043436,GO:0043603,GO:0043604,GO:0044092,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0046394,GO:0050790,GO:0051186,GO:0051188,GO:0051604,GO:0065007,GO:0065009,GO:0071704,GO:0072330,GO:1901564,GO:1901566,GO:1901576",-,-,-,-,-,-,-,-,-,-,"Acetyltransf_1,Acetyltransf_7,DUF3749"
b3460,U00096.3,3598555,3599658,-,livJ,,branched chain amino acid/phenylalanine ABC transporter periplasmic binding protein,AAT48185.1,199310.c4253,7.66e-266,728.0,"COG0683@1|root,COG0683@2|Bacteria,1MWJ1@1224|Proteobacteria,1RP5V@1236|Gammaproteobacteria,3XMH3@561|Escherichia",2|Bacteria,E,"This protein is a component of the leucine, isoleucine, valine, (threonine) transport system, which is one of the two periplasmic binding protein-dependent transport systems of the high-affinity transport of the branched-chain amino acids",livJ,"GO:0005575,GO:0005623,GO:0006810,GO:0006811,GO:0006812,GO:0006820,GO:0006865,GO:0008150,GO:0015711,GO:0015803,GO:0015804,GO:0015818,GO:0015820,GO:0015829,GO:0015849,GO:0030288,GO:0030313,GO:0031975,GO:0042597,GO:0044464,GO:0046942,GO:0051179,GO:0051234,GO:0071702,GO:0071705",-,ko:K01999,"ko02010,ko02024,map02010,map02024",M00237,-,-,"ko00000,ko00001,ko00002,ko02000",3.A.1.4,-,"iECNA114_1301.ECNA114_3569,iECSF_1327.ECSF_3279,iECs_1301.ECs4309,iEcSMS35_1347.EcSMS35_3743,iG2583_1286.G2583_4163,iSFxv_1172.SFxv_3794,iSSON_1240.SSON_3698,iS_1188.S4285,iUTI89_1310.UTI89_C3965,iZ_1308.Z4834",Peripla_BP_6
b3461,U00096.3,3599929,3600783,-,rpoH,,RNA polymerase sigma factor RpoH,AAC76486.1,316407.85676582,8.7e-196,543.0,"COG0568@1|root,COG0568@2|Bacteria,1MVWR@1224|Proteobacteria,1RMFR@1236|Gammaproteobacteria,3XM8B@561|Escherichia",2|Bacteria,K,Sigma factors are initiation factors that promote the attachment of RNA polymerase to specific initiation sites and are then released. This sigma factor is involved in regulation of expression of heat shock genes,rpoH,"GO:0000150,GO:0000976,GO:0000984,GO:0000985,GO:0000988,GO:0000990,GO:0001017,GO:0001046,GO:0001047,GO:0001067,GO:0001121,GO:0001130,GO:0001131,GO:0001140,GO:0001216,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003700,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006139,GO:0006259,GO:0006310,GO:0006351,GO:0006352,GO:0006355,GO:0006725,GO:0006807,GO:0006950,GO:0008150,GO:0008152,GO:0009009,GO:0009058,GO:0009059,GO:0009266,GO:0009408,GO:0009628,GO:0009889,GO:0009891,GO:0009893,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0016020,GO:0016070,GO:0016987,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0031421,GO:0032774,GO:0032991,GO:0032993,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0043254,GO:0043565,GO:0044087,GO:0044212,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0045893,GO:0045935,GO:0046483,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0050896,GO:0051128,GO:0051171,GO:0051173,GO:0051252,GO:0051254,GO:0060255,GO:0065007,GO:0071704,GO:0071944,GO:0080090,GO:0090304,GO:0097159,GO:0097659,GO:0140097,GO:0140110,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1902680,GO:1903506,GO:1903508,GO:1990837,GO:2000112,GO:2000142,GO:2001141",-,ko:K03089,-,-,-,-,"ko00000,ko03021",-,-,-,"Sigma70_r1_2,Sigma70_r2,Sigma70_r4"
b3462,U00096.3,3601028,3602086,-,ftsX,,cell division protein FtsX,AAC76487.1,199310.c4255,5.06e-245,674.0,"COG2177@1|root,COG2177@2|Bacteria,1MU65@1224|Proteobacteria,1RYBV@1236|Gammaproteobacteria,3XP6A@561|Escherichia",2|Bacteria,D,Part of the ABC transporter FtsEX involved in cellular division,ftsX,"GO:0005575,GO:0005576,GO:0005618,GO:0005623,GO:0005886,GO:0005887,GO:0008150,GO:0009274,GO:0009276,GO:0009987,GO:0016020,GO:0016021,GO:0030312,GO:0030313,GO:0031224,GO:0031226,GO:0031975,GO:0032153,GO:0040007,GO:0044425,GO:0044459,GO:0044464,GO:0051301,GO:0071944",-,"ko:K09811,ko:K09812","ko02010,map02010",M00256,-,-,"ko00000,ko00001,ko00002,ko02000,ko03036",3.A.1.140,-,-,FtsX
b3463,U00096.3,3602079,3602747,-,ftsE,,cell division protein FtsE,AAC76488.1,316407.85676580,1.8300000000000003e-157,441.0,"COG2884@1|root,COG2884@2|Bacteria,1MVQ4@1224|Proteobacteria,1RMZA@1236|Gammaproteobacteria,3XP97@561|Escherichia",2|Bacteria,D,Part of the ABC transporter FtsEX involved in cellular division. Important for assembly or stability of the septal ring,ftsE,"GO:0000166,GO:0000287,GO:0000910,GO:0003674,GO:0003824,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0007049,GO:0008144,GO:0008150,GO:0008356,GO:0009898,GO:0009966,GO:0009987,GO:0010646,GO:0016020,GO:0016043,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017076,GO:0017111,GO:0019897,GO:0019898,GO:0022402,GO:0022603,GO:0022607,GO:0023051,GO:0030145,GO:0030554,GO:0031234,GO:0032153,GO:0032506,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0042173,GO:0042221,GO:0043167,GO:0043168,GO:0043169,GO:0043937,GO:0043938,GO:0044085,GO:0044424,GO:0044425,GO:0044459,GO:0044464,GO:0045595,GO:0045597,GO:0045881,GO:0046677,GO:0046872,GO:0046914,GO:0048518,GO:0048522,GO:0048583,GO:0050789,GO:0050793,GO:0050794,GO:0050896,GO:0051094,GO:0051301,GO:0065007,GO:0070297,GO:0071840,GO:0071944,GO:0090529,GO:0097159,GO:0097367,GO:0098552,GO:0098562,GO:1901265,GO:1901363,GO:1902531",-,"ko:K09811,ko:K09812","ko02010,map02010",M00256,-,-,"ko00000,ko00001,ko00002,ko02000,ko03036",3.A.1.140,-,-,ABC_tran
